temperature,humidity,rainfall,soil_moisture,solar_rad,crop_stage,water_mm_per_week
24.2,70.5,59.25,22.3,20.78,2,10.0
20.76,55.65,38.8,29.93,15.19,1,10.0
20.32,53.55,6.83,7.98,16.79,0,16.07
37.78,69.88,77.8,25.15,14.29,1,10.0
27.7,83.3,41.44,12.31,20.59,1,10.01
26.92,87.34,49.13,27.96,21.33,1,12.06
32.23,45.3,18.93,30.5,20.98,0,12.51
23.93,47.74,38.68,27.27,20.28,0,11.17
37.1,87.24,34.33,34.53,11.48,2,10.0
34.15,76.83,5.99,18.42,13.75,2,22.04
21.61,84.15,8.49,35.6,15.99,1,12.26
27.52,50.13,67.0,22.31,13.62,1,10.0
35.82,69.38,19.19,24.37,20.83,1,14.94
37.01,75.06,15.6,30.92,13.6,1,19.32
28.41,74.01,40.39,5.73,10.35,1,10.0
31.04,60.41,61.5,31.16,14.78,2,10.0
23.01,40.77,4.96,29.74,24.66,1,29.13
37.84,69.15,46.14,17.39,11.84,1,10.0
24.17,52.66,9.54,8.43,18.41,1,23.07
36.97,62.51,2.92,8.64,15.36,2,32.62
31.69,87.88,4.22,41.93,9.21,1,10.0
30.94,59.95,66.73,32.57,16.29,0,10.0
29.23,81.99,9.44,10.08,19.94,1,27.7
24.15,49.43,3.61,19.27,16.72,1,19.9
23.18,73.62,35.03,28.7,22.83,1,14.21
23.97,88.85,67.52,38.42,12.91,1,10.0
23.36,45.09,20.99,6.75,9.47,2,17.46
34.03,40.42,33.74,14.47,23.92,1,18.89
26.3,61.68,3.19,40.59,14.43,2,10.0
21.04,44.63,35.93,5.37,17.8,0,10.0
37.44,77.42,46.21,13.06,21.46,2,16.44
35.91,85.73,45.67,43.36,13.51,1,10.0
36.7,61.7,26.59,29.54,20.17,1,10.0
37.91,52.94,25.24,15.47,10.3,1,16.11
23.13,61.72,8.53,7.68,12.95,0,13.16
27.13,76.17,29.34,6.13,10.46,1,11.3
33.65,40.45,7.96,14.79,21.79,1,34.72
32.53,69.47,61.33,40.26,11.79,0,10.0
22.77,70.66,77.3,21.64,20.2,1,10.0
34.68,71.88,77.61,33.81,24.04,1,10.0
24.04,52.1,69.21,41.73,16.97,0,10.0
24.03,75.7,48.06,21.32,17.18,0,12.25
29.67,44.57,56.07,12.65,15.84,1,10.0
30.67,49.96,22.82,25.68,13.54,1,16.88
30.44,83.87,50.46,41.32,16.09,2,10.0
21.65,76.94,36.45,37.17,18.25,2,10.0
35.79,40.69,38.56,7.63,24.76,1,33.41
24.78,52.42,60.62,32.7,23.94,1,10.0
22.33,50.72,22.55,27.88,22.66,1,10.57
36.0,53.54,25.44,41.3,23.12,1,10.0
37.2,52.38,73.97,9.9,15.95,0,10.0
35.52,43.13,4.5,26.36,19.18,1,17.46
34.57,62.95,38.85,40.18,23.22,1,12.35
31.79,76.64,73.02,21.4,14.68,0,10.0
29.92,70.34,48.83,24.28,24.35,1,10.0
21.57,73.64,43.71,7.82,15.07,2,13.01
27.35,44.06,19.98,16.13,18.22,1,16.08
26.71,87.57,27.46,17.98,20.07,1,10.26
24.68,81.92,68.16,42.8,24.16,2,14.43
33.02,80.25,44.74,16.31,12.16,1,10.0
28.93,81.15,41.18,23.43,20.68,0,10.0
21.46,86.64,7.97,31.85,16.85,1,10.0
23.96,67.21,1.28,11.49,12.57,1,11.92
32.3,50.01,77.09,24.46,21.2,1,10.0
21.37,70.84,30.16,34.54,17.39,0,10.0
35.32,77.14,48.26,39.67,19.24,1,10.0
28.91,76.9,6.38,30.05,13.49,2,14.28
28.65,66.07,54.65,31.76,16.18,1,10.0
30.66,43.42,74.61,10.05,18.5,2,10.0
34.84,58.56,46.05,42.83,14.88,1,10.0
26.26,86.04,10.09,10.3,11.37,2,23.48
32.2,69.22,46.54,35.99,24.35,0,10.0
30.18,66.92,61.31,15.59,16.69,1,10.0
24.81,53.44,32.51,42.34,20.48,0,10.0
35.82,58.42,70.39,33.8,14.99,1,10.0
34.35,84.77,51.89,35.15,14.04,1,10.0
31.85,73.32,71.94,13.76,14.92,1,10.0
35.31,79.37,49.88,22.72,14.96,2,17.13
35.61,62.72,10.5,29.71,17.25,2,19.29
32.75,71.51,24.78,35.8,17.24,0,10.0
35.07,52.42,16.14,9.16,16.45,1,17.9
32.55,75.27,72.71,43.49,10.29,1,10.0
32.24,61.38,60.83,40.61,16.43,1,10.0
31.14,62.13,54.11,15.81,10.87,2,10.0
33.55,72.47,24.08,37.91,10.14,1,10.0
22.85,86.81,14.72,25.73,23.85,2,27.59
35.86,43.2,60.52,23.47,18.28,0,10.0
35.69,81.24,37.93,17.58,19.21,1,15.61
20.53,54.62,18.06,28.24,14.83,1,12.31
34.86,62.2,49.33,34.2,23.45,0,11.72
22.32,41.1,3.23,21.44,18.84,1,14.86
26.03,55.05,26.09,30.17,21.08,2,16.79
33.38,65.13,37.48,32.97,14.27,1,10.0
22.89,42.81,11.84,33.44,24.32,1,17.76
34.72,64.55,78.77,7.08,21.95,1,10.0
34.98,86.36,16.73,39.39,22.52,0,18.26
29.13,45.27,10.43,23.33,10.93,0,10.0
20.11,78.22,16.28,15.5,12.61,1,10.0
25.17,60.48,61.52,14.67,12.86,0,10.0
31.1,72.76,34.04,24.32,12.61,2,12.83
37.66,53.01,45.23,40.47,22.54,1,15.94
31.37,47.97,1.68,20.13,8.54,2,24.11
24.68,48.02,2.75,34.99,9.29,1,10.0
31.41,43.52,35.67,8.87,12.66,2,22.97
29.72,49.28,65.33,24.04,11.4,1,10.0
34.04,73.21,70.82,44.67,11.94,1,10.0
21.93,84.08,6.94,35.82,21.57,2,26.5
33.7,80.71,43.07,13.42,17.57,1,20.38
29.74,74.26,73.06,25.06,8.1,0,10.0
37.33,45.52,31.04,14.34,15.3,1,15.81
26.15,54.46,66.37,21.38,14.93,2,10.0
31.39,55.49,10.7,36.2,9.94,1,10.0
36.78,52.5,74.83,35.85,19.49,1,10.0
21.85,65.75,60.11,14.12,19.94,1,10.0
36.87,66.78,75.31,41.89,20.26,2,10.0
32.38,57.84,54.13,28.7,20.38,0,10.0
21.22,57.69,29.07,20.2,8.0,1,10.0
25.42,81.43,75.05,25.08,24.22,0,10.0
32.75,79.46,22.05,29.2,21.84,1,14.49
21.21,55.39,26.57,27.4,23.37,1,17.55
30.48,85.69,56.06,24.46,8.27,0,10.0
26.23,87.64,61.23,25.2,23.88,0,10.0
31.18,56.34,74.35,12.06,21.77,1,10.0
20.82,57.72,16.38,37.51,22.23,0,15.94
35.69,65.28,63.84,26.67,9.59,0,10.0
37.52,87.06,59.08,10.24,20.56,2,18.36
37.44,83.82,5.1,35.65,24.32,1,16.92
33.49,45.13,30.98,42.3,19.54,1,10.0
22.34,59.64,22.62,42.89,17.7,2,10.0
33.65,67.67,24.36,19.76,24.08,0,16.05
20.44,65.16,78.64,10.42,15.53,1,10.0
20.4,49.69,51.42,25.74,18.19,1,10.0
25.82,82.94,57.41,9.5,16.1,1,13.5
28.8,73.85,78.13,42.36,23.86,2,10.0
33.87,81.9,30.18,12.34,9.29,2,10.45
32.3,82.94,64.15,15.11,16.52,1,10.0
28.03,77.42,34.76,21.27,19.68,0,10.0
24.93,61.96,69.56,20.33,21.46,0,10.0
37.95,70.53,14.45,36.79,17.91,1,17.26
27.67,48.02,75.81,23.25,23.45,0,10.0
28.12,73.68,17.5,11.83,24.01,1,16.71
22.95,48.96,26.1,15.69,9.09,1,10.0
34.31,74.7,60.5,25.36,14.84,0,10.0
32.49,51.48,31.5,10.9,8.4,2,17.64
23.97,45.88,48.66,29.47,13.6,0,10.0
21.48,48.26,35.57,27.63,17.13,1,10.0
32.25,40.1,59.39,33.59,23.48,1,10.0
31.78,75.94,18.27,42.51,22.39,1,17.17
24.92,76.62,4.68,41.49,10.17,1,10.0
37.12,65.75,23.99,42.84,9.58,0,10.0
22.72,48.07,37.94,14.79,18.02,1,10.0
27.78,44.18,13.44,10.26,17.05,1,13.56
36.99,40.96,28.38,17.09,12.53,2,15.95
27.56,48.29,32.0,40.8,23.29,1,13.94
31.49,84.54,4.59,43.88,23.77,1,18.75
27.16,52.08,46.66,39.37,14.84,1,10.0
24.94,57.71,70.75,9.4,23.14,2,16.18
37.71,45.27,12.14,42.9,14.53,0,10.0
27.37,51.12,47.82,21.93,20.53,1,10.0
36.09,65.96,53.18,5.37,16.09,1,13.56
24.14,70.39,33.55,22.7,10.08,1,10.0
23.84,52.27,56.09,6.84,23.77,0,10.0
20.56,42.89,32.86,26.76,15.72,1,10.0
31.73,59.55,40.37,18.54,20.49,0,10.0
26.63,51.71,0.59,23.94,14.24,1,15.02
35.56,50.98,55.34,29.53,8.32,1,10.0
28.52,87.99,52.91,39.75,9.71,2,10.0
37.43,70.82,3.07,31.48,16.44,1,17.48
23.34,67.84,29.46,22.36,19.73,0,11.88
35.64,60.79,78.32,37.78,13.69,0,10.0
33.98,61.45,33.66,41.22,19.82,2,12.18
33.88,67.05,40.16,9.79,19.88,0,17.61
35.21,74.82,72.79,26.28,19.97,1,10.0
33.7,75.11,57.38,16.38,16.37,0,10.57
31.27,48.58,46.57,6.88,23.55,1,30.52
22.36,65.01,63.82,31.74,16.32,1,10.0
20.59,60.6,69.15,39.51,15.65,1,10.0
36.58,83.53,36.55,11.52,11.39,1,10.39
31.1,71.57,38.01,37.5,13.23,2,10.0
34.34,66.63,30.88,39.14,8.72,1,10.0
28.67,45.77,77.34,41.57,18.77,1,10.0
22.11,70.28,55.77,15.61,12.23,2,10.0
22.25,45.86,6.66,41.16,13.17,2,10.0
32.34,56.86,69.04,17.83,21.1,1,10.0
27.75,47.14,38.44,27.09,13.56,2,10.0
23.61,74.6,5.5,7.02,12.12,0,14.34
28.85,50.31,43.98,6.76,10.87,1,10.0
21.16,59.59,33.37,33.81,21.17,2,15.36
30.48,84.78,70.22,22.78,10.21,0,10.0
24.84,50.22,16.32,15.25,15.71,0,10.0
34.36,65.39,66.12,12.62,16.62,1,10.0
25.59,60.96,44.62,31.8,19.69,1,10.0
28.19,40.91,4.37,5.02,18.77,1,19.87
20.21,79.64,77.75,37.24,21.78,1,10.0
21.3,43.45,41.01,8.17,8.76,2,10.0
27.06,63.71,23.27,12.66,13.04,1,20.68
28.64,68.03,37.55,20.45,12.76,0,10.0
30.8,71.42,68.63,24.39,10.48,2,10.0
25.25,74.43,24.39,19.2,12.92,0,10.0
32.51,52.66,15.41,17.83,13.27,0,12.95
35.48,40.5,10.33,43.56,16.87,0,10.0
34.04,76.17,23.83,30.66,19.28,1,18.03
20.71,66.78,62.4,5.94,14.48,0,10.0
28.65,81.81,37.73,22.21,20.23,0,10.0
21.89,81.07,18.2,40.0,13.71,1,10.0
24.36,82.17,13.29,17.06,12.93,0,10.0
37.76,64.25,26.62,8.78,17.2,1,17.34
22.56,56.68,75.19,35.34,8.4,2,10.0
28.98,79.58,27.44,29.24,9.36,1,10.0
31.13,62.56,79.05,27.81,15.11,0,10.0
32.64,49.17,38.82,7.14,24.03,0,15.52
30.07,82.75,14.33,10.62,20.27,2,23.88
20.18,84.13,71.29,29.9,9.5,0,10.0
25.88,63.32,36.83,13.31,22.39,2,28.13
29.32,43.78,56.77,25.16,20.45,0,10.0
21.58,59.39,78.7,26.8,18.39,2,10.0
26.31,80.18,4.01,16.34,21.94,1,17.53
20.6,85.09,7.74,42.94,14.87,1,10.0
21.41,50.17,57.64,38.7,11.77,1,10.0
27.14,43.35,22.55,33.89,16.7,1,10.0
22.39,83.87,14.74,8.12,17.33,1,16.9
30.22,59.47,3.15,9.25,17.15,1,34.18
32.41,67.09,1.75,24.71,17.61,1,21.18
34.41,88.4,61.96,11.43,24.13,0,10.0
23.6,43.33,10.75,44.13,23.34,0,10.0
23.01,72.42,37.42,11.34,22.89,1,10.0
21.88,43.71,48.47,24.5,21.62,0,10.0
31.46,58.77,34.27,19.56,24.04,1,20.53
32.72,80.19,2.17,30.58,9.67,0,14.6
20.57,61.67,62.68,10.16,12.51,1,10.0
36.85,89.86,0.84,22.21,16.42,0,14.13
20.94,67.95,60.95,15.99,22.39,1,10.0
29.74,56.06,71.46,40.51,16.59,0,10.0
32.76,51.01,34.63,6.62,20.72,0,16.52
35.68,57.53,42.84,41.55,10.36,0,10.0
32.85,58.63,38.16,38.32,12.29,2,10.0
34.43,43.44,31.14,16.9,20.44,0,10.21
26.11,58.48,70.99,36.57,10.8,1,10.0
34.67,63.21,71.51,6.25,13.97,0,10.0
21.44,76.14,26.87,43.67,12.5,0,10.0
36.11,72.84,49.21,26.06,13.95,1,13.53
29.86,75.44,74.15,17.13,20.04,1,11.42
34.71,40.42,76.96,19.5,14.25,2,10.0
28.14,50.88,40.72,7.66,17.44,2,10.0
31.58,73.08,36.23,44.57,9.7,1,10.0
29.48,64.2,22.3,6.57,21.69,1,28.61
33.17,40.27,76.71,31.2,14.29,1,10.0
21.47,80.22,11.43,22.71,19.03,1,21.2
21.09,78.64,46.39,42.96,20.33,2,10.0
24.45,67.42,22.6,14.84,11.56,1,14.3
22.87,43.32,22.32,26.28,23.04,1,21.24
35.69,78.33,32.4,24.29,18.48,0,20.45
23.95,69.19,79.9,33.11,15.29,0,10.0
37.57,79.1,4.4,7.72,11.1,2,20.53
26.06,77.59,46.28,12.75,24.02,1,13.68
23.28,80.15,6.61,13.58,20.84,1,24.55
34.21,65.9,12.36,34.53,11.54,0,10.0
31.86,47.02,35.17,12.57,13.74,2,10.23
28.97,73.56,40.84,27.94,21.76,0,10.0
30.0,71.02,20.7,13.61,19.83,2,21.52
32.95,77.11,25.32,39.46,21.02,0,11.25
24.11,48.49,6.96,42.69,15.5,2,17.96
37.93,49.75,24.26,25.74,20.18,1,24.05
37.55,84.52,77.32,19.09,14.57,0,10.0
31.71,77.5,75.58,14.36,11.59,1,10.0
23.59,85.41,26.79,6.99,18.76,1,10.0
32.24,77.94,45.67,15.74,24.59,0,10.68
21.3,69.86,72.77,31.17,13.28,2,10.0
20.55,72.71,0.49,26.34,15.84,1,11.12
24.64,84.46,64.85,42.76,19.46,1,10.0
28.33,68.94,75.87,20.85,17.21,0,10.0
35.63,71.62,7.31,32.75,22.34,1,26.68
33.09,47.82,12.92,24.57,20.95,2,24.69
33.37,63.7,76.86,25.5,8.99,1,10.0
27.66,75.82,43.0,15.71,24.97,2,18.93
26.23,53.55,1.14,23.2,20.79,2,26.21
26.68,50.11,20.61,23.83,22.69,0,19.42
37.78,55.69,36.0,33.27,19.07,0,10.0
20.72,52.08,55.43,42.63,22.56,2,10.0
35.61,50.75,58.65,18.17,9.91,1,10.0
30.42,61.24,79.63,6.69,13.91,0,10.0
27.9,85.39,23.0,24.85,22.9,0,17.54
33.05,65.35,43.06,26.78,11.43,1,10.0
28.76,49.4,42.67,11.74,9.33,1,10.0
35.72,43.85,32.45,35.42,21.4,0,10.0
36.21,74.81,13.53,44.4,22.2,0,10.0
27.59,59.14,78.2,42.83,10.77,2,10.0
24.98,81.09,68.27,12.88,22.52,1,10.0
30.66,72.98,39.87,40.01,19.68,1,10.0
36.42,79.81,48.26,33.18,16.84,1,10.0
23.79,53.6,18.18,23.15,22.11,1,17.74
31.21,74.62,43.5,26.62,15.13,1,10.0
31.37,53.2,55.6,38.98,11.3,1,10.0
33.2,86.95,41.21,24.21,12.84,0,10.0
22.37,71.82,79.22,19.93,16.59,1,10.0
32.88,56.23,48.91,24.73,17.03,1,10.0
36.36,53.48,29.68,28.17,21.69,2,30.78
23.23,49.55,61.77,12.56,21.45,1,10.0
24.28,74.73,13.64,41.04,17.88,2,10.81
37.49,50.94,30.76,31.97,21.27,2,12.79
23.26,69.77,27.76,30.33,11.26,0,10.0
35.38,53.23,34.54,8.98,8.85,1,10.0
28.86,73.1,62.54,29.17,22.85,1,10.0
24.45,80.75,38.73,9.84,9.28,2,10.0
35.67,78.9,63.52,8.15,12.19,1,10.0
28.02,78.04,46.12,26.09,19.82,1,10.0
29.27,49.39,27.37,21.11,14.96,1,10.0
26.47,44.42,64.8,28.55,22.9,0,10.0
30.67,74.95,19.06,8.57,13.07,0,15.88
22.94,58.42,17.95,22.24,8.2,1,10.0
27.04,61.62,40.36,11.99,13.11,1,10.0
37.45,41.56,20.87,44.48,17.83,1,18.93
24.65,52.98,0.73,27.45,14.39,1,12.79
31.82,41.68,51.86,32.5,17.09,0,10.0
25.85,83.96,40.89,18.02,22.9,1,10.23
33.92,52.17,35.64,8.79,23.51,0,15.95
22.36,67.87,77.36,44.03,12.52,2,10.0
37.46,41.95,45.7,16.45,15.86,2,10.69
28.17,73.34,69.07,21.95,17.34,1,10.0
24.25,56.15,11.16,30.99,24.13,0,10.0
21.32,84.9,45.54,5.99,24.98,0,15.23
23.06,84.41,69.44,37.41,12.0,1,10.0
29.36,56.26,46.65,26.46,20.36,1,10.0
26.07,85.05,57.44,16.13,14.43,1,10.0
34.92,89.81,29.76,7.46,8.14,0,16.38
27.76,81.27,7.4,11.5,8.16,1,13.17
24.48,82.24,36.63,40.8,15.83,1,10.0
31.11,52.45,31.56,32.44,16.3,1,10.0
32.72,68.84,69.36,15.0,8.38,1,10.0
23.01,43.36,19.52,7.62,19.68,0,15.18
23.02,44.75,77.34,32.62,13.0,1,10.0
20.66,89.94,76.65,27.9,17.52,2,10.0
33.26,56.33,19.81,21.18,13.12,1,10.26
31.95,77.41,27.84,19.54,10.84,2,14.69
28.54,80.33,71.64,13.67,14.92,1,10.0
35.2,82.9,77.33,31.78,11.95,0,10.0
34.5,89.88,35.48,43.83,17.09,1,10.0
30.54,52.07,25.68,12.03,11.38,1,12.35
35.63,42.02,42.09,28.88,16.64,1,10.0
23.71,60.56,55.02,21.97,10.68,0,10.0
22.01,46.5,21.88,22.87,19.41,1,10.78
24.86,41.12,58.92,15.17,20.82,0,10.0
21.03,58.02,4.13,38.01,9.88,0,10.0
29.56,79.19,3.94,24.41,15.95,1,19.0
36.86,68.31,30.9,26.74,9.2,1,10.0
20.71,55.64,28.28,17.19,18.17,2,10.91
22.2,72.72,25.25,12.27,12.49,1,12.76
28.14,51.6,39.28,8.44,16.97,1,20.53
36.81,40.72,25.66,33.56,16.8,1,13.82
25.69,78.22,15.38,12.85,23.71,1,27.44
29.13,71.19,24.76,32.6,17.33,0,10.0
20.75,78.12,77.99,20.62,17.91,2,10.0
22.67,41.95,32.89,21.63,14.83,1,10.0
37.76,81.86,35.58,23.77,24.13,2,28.78
37.37,70.98,46.12,19.71,21.21,1,20.83
20.09,68.17,78.67,9.02,12.85,0,10.0
37.13,71.23,19.33,17.39,22.35,1,21.31
31.5,83.22,54.5,31.55,15.35,0,10.0
35.62,69.35,57.28,31.63,22.09,1,10.0
28.19,69.05,48.59,16.45,21.99,0,10.0
29.28,89.53,7.09,23.4,11.21,1,14.55
28.8,77.84,54.15,12.74,19.92,2,19.26
32.0,62.11,5.13,13.41,12.94,1,26.23
22.51,75.37,47.69,5.92,13.06,2,10.0
20.54,59.46,59.17,40.87,13.04,1,10.0
25.54,51.44,16.88,13.43,20.33,1,26.9
32.68,69.84,67.33,14.1,11.91,2,10.0
23.63,86.41,2.43,16.18,8.02,2,14.85
32.12,86.46,67.51,10.1,20.16,1,12.09
37.46,57.1,36.83,30.57,10.91,0,10.0
21.69,66.38,17.41,8.01,9.78,1,13.86
32.11,50.58,10.7,10.37,12.04,0,14.44
27.99,89.78,76.26,30.79,14.46,1,10.0
35.63,89.06,5.81,18.59,16.09,1,15.58
23.19,72.48,15.93,33.32,8.76,2,10.0
32.47,80.22,27.83,27.3,24.5,2,20.23
35.09,75.76,49.62,15.24,20.17,1,12.7
37.0,69.66,43.58,31.03,13.49,0,10.0
32.3,42.67,10.05,9.65,13.42,2,22.43
28.95,62.74,23.18,26.46,15.63,0,10.0
31.12,73.74,19.1,22.49,18.65,1,20.21
35.64,73.88,17.08,15.71,10.49,0,12.08
30.27,58.66,32.89,29.16,11.21,1,10.0
20.55,87.08,56.32,39.85,22.61,2,10.0
36.76,48.37,17.4,44.96,12.36,0,10.0
32.41,65.02,29.33,29.31,14.46,1,10.0
32.18,74.54,31.27,21.19,22.81,1,14.98
23.88,74.86,78.12,14.01,19.27,2,10.0
31.86,72.43,76.37,15.28,13.81,2,10.0
27.09,53.76,64.01,24.18,19.62,0,10.0
31.72,47.81,19.33,19.69,8.33,0,10.0
21.92,71.8,5.44,41.55,20.51,1,10.0
31.84,69.97,25.35,19.73,16.28,1,14.93
37.99,48.97,21.34,19.94,21.82,1,23.93
20.87,75.26,40.47,20.34,24.23,0,10.0
37.59,62.76,62.22,38.46,23.74,0,10.0
27.32,73.39,68.67,31.03,23.46,1,10.0
35.67,81.87,67.59,29.57,16.71,0,10.0
34.08,48.49,28.77,18.37,14.12,2,10.92
30.21,40.96,54.98,37.72,15.91,0,10.0
33.29,78.96,25.03,6.53,19.73,0,18.36
35.81,70.48,4.87,39.83,23.03,2,26.19
27.27,74.98,56.13,25.51,11.52,1,10.0
25.89,81.91,0.79,20.93,23.61,1,21.3
32.02,80.14,32.73,24.89,21.86,0,10.0
34.54,88.05,26.35,31.7,24.64,1,13.32
33.72,66.8,55.47,5.51,22.96,1,17.37
34.36,64.42,61.3,39.86,12.76,1,10.0
27.84,60.09,24.33,22.87,9.8,2,18.65
34.72,47.68,64.93,18.72,9.91,1,10.0
22.16,68.63,23.51,10.53,12.95,1,11.89
29.8,53.85,35.71,22.58,18.44,1,12.82
20.1,86.07,58.16,24.85,21.67,1,10.0
25.84,69.16,55.43,21.15,23.29,0,10.0
26.6,69.64,78.99,32.15,18.6,1,10.0
27.13,57.75,18.01,21.84,8.1,1,10.0
32.52,42.6,52.99,43.46,11.17,1,10.0
26.99,41.59,48.77,28.97,9.7,1,10.0
28.08,61.17,73.21,37.3,14.18,1,10.0
24.28,44.23,12.51,9.37,16.52,2,26.25
26.72,70.34,60.14,20.89,8.74,0,10.0
24.09,84.05,45.46,18.47,13.92,1,10.0
21.32,84.15,21.97,27.78,11.05,1,10.0
30.86,72.95,37.95,39.44,19.0,1,10.0
32.03,50.56,26.7,8.13,15.89,1,22.98
31.15,83.15,46.35,7.9,16.42,0,10.0
28.34,84.3,71.12,39.01,15.27,1,10.0
26.84,49.83,45.54,13.51,24.25,0,10.0
35.54,76.87,50.54,31.75,11.65,2,10.0
29.34,54.33,41.5,26.72,16.78,1,10.74
28.63,80.13,4.09,38.32,20.51,2,21.77
20.46,89.86,18.63,10.0,17.47,1,12.71
26.14,41.5,39.36,10.19,23.79,1,17.41
26.84,84.87,24.82,27.27,14.43,1,10.0
27.18,71.13,14.54,42.86,15.88,2,11.0
30.44,88.67,40.33,21.6,9.5,2,10.0
29.6,63.25,25.82,18.08,18.35,0,12.78
30.94,82.37,20.65,29.27,12.9,1,10.0
33.77,43.12,37.12,42.22,10.73,1,10.0
34.63,56.76,10.66,38.48,17.26,0,10.0
32.93,43.35,74.22,44.82,17.05,1,10.0
37.2,88.77,69.42,5.9,9.29,2,10.0
20.33,80.85,56.61,9.51,19.87,1,10.0
23.52,82.63,8.5,29.38,18.6,1,17.1
20.14,86.9,62.07,37.82,11.21,1,10.0
31.65,44.26,64.64,16.41,15.98,1,10.0
36.16,59.28,61.42,14.57,20.25,0,10.0
24.38,43.55,9.12,36.48,17.0,1,11.84
36.69,50.54,51.51,7.26,14.72,2,16.55
21.08,51.47,66.75,19.78,13.48,1,10.0
36.82,63.46,46.19,25.23,18.38,0,10.0
26.33,53.43,51.71,27.41,23.96,0,10.0
21.83,45.05,36.67,34.14,19.42,0,10.0
28.75,48.37,42.3,19.19,9.27,1,10.0
24.62,47.36,2.75,29.51,15.83,1,10.83
25.13,88.65,51.12,28.42,23.14,0,10.0
25.53,77.96,6.52,26.9,9.61,2,13.5
34.45,88.39,34.8,30.62,24.81,1,10.0
29.7,61.99,23.41,15.38,24.13,1,24.51
25.6,53.92,43.63,8.39,9.33,2,10.0
30.99,79.91,10.67,9.77,23.87,0,27.42
32.89,56.31,55.33,13.98,14.17,2,15.59
24.91,54.97,63.6,25.01,22.36,0,10.0
27.44,51.63,13.07,38.62,15.11,1,16.2
22.19,46.48,8.35,33.05,15.49,2,11.47
23.26,52.82,11.64,36.56,18.78,2,16.93
32.26,57.77,70.17,19.04,21.17,1,10.31
23.27,73.7,42.26,21.19,8.57,1,10.0
29.45,43.13,37.38,20.75,18.08,1,15.22
32.76,50.53,8.54,12.67,11.17,2,19.46
21.92,80.45,51.96,7.45,13.88,0,10.0
30.21,47.35,69.44,28.64,13.92,2,10.0
24.62,57.13,66.25,44.57,15.97,1,10.0
37.33,83.23,50.08,11.67,13.68,1,13.05
28.7,47.75,6.02,6.87,9.83,1,24.67
34.51,44.14,8.99,36.18,10.48,1,13.68
29.9,64.23,3.94,15.1,8.57,2,17.2
20.78,55.12,20.6,38.19,15.99,1,10.0
31.4,68.17,10.85,33.16,24.23,2,27.63
37.13,80.19,20.8,42.83,9.97,0,10.0
30.83,46.86,30.8,21.36,24.09,1,22.72
34.75,69.03,75.44,31.48,20.47,2,10.48
35.92,65.28,48.83,23.59,18.84,1,10.0
24.11,47.2,66.8,30.22,18.97,1,10.0
23.82,71.2,56.83,22.98,22.05,1,10.0
31.0,53.68,9.0,12.55,9.82,2,19.71
27.4,64.39,58.87,25.32,16.58,2,10.0
35.12,44.11,22.01,26.14,19.85,0,14.66
36.2,62.98,51.13,37.42,17.98,2,10.0
26.36,55.32,27.28,34.42,22.16,1,10.13
24.26,81.12,79.81,31.55,9.23,0,10.0
34.05,42.85,21.08,9.54,19.74,2,33.74
24.95,60.93,22.33,33.82,17.08,1,10.0
34.81,62.92,74.45,25.01,14.45,2,10.0
27.63,76.25,1.97,40.76,13.78,0,10.0
32.02,68.71,55.74,41.79,18.55,0,10.0
21.72,73.36,58.03,7.21,23.15,1,17.45
31.23,78.85,66.91,37.83,16.43,0,10.0
28.13,83.11,77.96,6.51,22.02,1,10.0
30.56,55.69,78.05,19.69,14.84,0,10.0
23.02,66.9,5.22,26.69,9.74,1,12.69
33.26,82.01,65.75,10.92,9.05,0,10.0
35.53,89.47,51.7,34.85,8.87,0,10.0
23.9,84.48,51.79,5.33,14.46,1,10.0
21.72,58.57,10.27,11.74,13.73,0,10.0
20.43,49.76,52.01,28.23,20.2,1,10.0
31.56,64.47,78.6,33.58,20.63,2,10.0
30.93,77.08,72.95,41.67,8.86,1,10.0
29.84,64.63,35.13,33.22,11.76,2,10.0
24.18,64.16,3.2,31.87,12.66,0,10.0
27.04,81.91,28.98,20.77,17.31,0,13.1
30.7,58.07,66.11,5.05,10.46,2,10.0
28.94,82.99,56.12,9.81,10.28,1,10.0
37.78,60.34,36.75,26.38,24.04,1,18.14
22.46,56.41,4.41,32.01,21.67,1,18.35
32.51,62.7,34.15,21.7,11.07,1,10.0
27.28,78.12,37.52,34.23,14.91,0,10.0
27.71,46.3,74.28,25.87,14.05,1,10.0
32.92,49.82,51.29,7.97,21.45,1,11.29
32.46,87.57,24.93,12.68,16.67,1,17.51
37.84,48.77,42.03,38.6,10.17,2,10.0
22.31,68.39,5.28,34.0,20.56,1,14.08
21.87,68.97,77.81,40.79,14.75,0,10.0
33.04,64.48,28.8,9.7,12.47,2,26.24
30.41,72.24,38.23,44.61,14.38,1,10.0
24.93,51.49,28.42,13.38,16.46,1,12.29
21.43,67.63,54.6,5.47,13.83,0,12.31
21.54,58.61,52.98,44.9,12.11,0,10.0
36.1,73.08,57.23,16.24,14.77,1,10.0
23.45,47.06,21.45,31.72,8.33,1,10.0
25.82,68.54,25.25,12.07,21.13,2,23.31
24.08,49.26,10.02,28.21,10.91,2,14.56
26.39,53.93,52.44,41.16,8.75,2,10.0
21.25,50.94,3.18,17.81,19.11,1,15.21
29.34,49.14,47.81,31.81,21.16,1,10.0
21.22,81.29,69.58,12.52,21.84,1,10.0
